Library_ID,pop_id,Record_ID,CONTINENT,REGION,WHO_region,ISO_CTRY,ADM0,ADM0_ID,ADM1,ADM1_ID,ADM2,ADM2_ID,TypeSite,Site_name,Precision,Latitude,Longitude,PoT,Coverage,Trial,TimePeriod,Year_start,Year_end,N_rounds,Method_0,LF_species,Sex,Age_Range,Age_start,Age_end,Author,Source,Year,Approval,Reference,Blood_volu_Any_clinic,Blood_volu_Blood_smear,Blood_volu_Brugia_Rapid,Blood_volu_Chamber,Blood_volu_ELISA,Blood_volu_Filtration,Blood_volu_Hydrocele,Blood_volu_ICT,Blood_volu_IFI,Blood_volu_Knott,Blood_volu_Lymphedema,Blood_volu_New_rapid_test,Blood_volu_PCR,prev_Any_clinic,prev_Blood_smear,prev_Brugia_Rapid,prev_Chamber,prev_ELISA,prev_Filtration,prev_Hydrocele,prev_ICT,prev_IFI,prev_Knott,prev_Lymphedema,prev_New_rapid_test,prev_PCR,density_Any_clinic,density_Blood_smear,density_Brugia_Rapid,density_Chamber,density_ELISA,density_Filtration,density_Hydrocele,density_ICT,density_IFI,density_Knott,density_Lymphedema,density_New_rapid_test,density_PCR,pop_Any_clinic,pop_Blood_smear,pop_Brugia_Rapid,pop_Chamber,pop_ELISA,pop_Filtration,pop_Hydrocele,pop_ICT,pop_IFI,pop_Knott,pop_Lymphedema,pop_New_rapid_test,pop_PCR,np_Any_clinic,np_Blood_smear,np_Brugia_Rapid,np_Chamber,np_ELISA,np_Filtration,np_Hydrocele,np_ICT,np_IFI,np_Knott,np_Lymphedema,np_New_rapid_test,np_PCR,diagnostics,num_diagnostics,specificity,Comments,ICT_test,unextracted_data,Blood_volu_Others,prev_Others,density_Others,pop_Others,np_Others,object_ids
FJI0006LF,6933,LF6898FJ,Oceania,Western Pacific,WPRO,FJ,Fiji,83,Eastern,40188,,NA,Division,Eastern,99,NA,NA,Postintervention,Country,No,after 2000,2007,2007,5,Mapping survey,,M/F,Adults/Children,NA,NA,WHO Country report,Country report,NA,NA,http://www.wpro.who.int/southpacific/pacelf/countries/fji/activities/en/index.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,NA,NA,NA,NA,0.111,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3520,NA,NA,NA,NA,NA,3520,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,392,NA,NA,NA,NA,NA,Blood_smear + ICT + Hydrocele,3,location + year + MDA round + Pre/Post Intervention,,NA,NA,NA,NA,NA,NA,NA,NA
FJI0006LF,6934,LF6899FJ,Oceania,Western Pacific,WPRO,FJ,Fiji,83,Northern,40189,,NA,Division,Northern,99,NA,NA,Postintervention,Country,No,after 2000,2007,2007,5,Mapping survey,,M/F,Adults/Children,NA,NA,WHO Country report,Country report,NA,NA,http://www.wpro.who.int/southpacific/pacelf/countries/fji/activities/en/index.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA,NA,NA,0.029,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932,NA,NA,NA,NA,NA,932,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,Blood_smear + ICT + Hydrocele,3,location + year + MDA round + Pre/Post Intervention,,NA,NA,NA,NA,NA,NA,NA,NA
FJI0006LF,6935,LF6900FJ,Oceania,Western Pacific,WPRO,FJ,Fiji,83,Western,40190,,NA,Division,Western,99,NA,NA,Postintervention,Country,No,after 2000,2007,2007,5,Mapping survey,,M/F,Adults/Children,NA,NA,WHO Country report,Country report,NA,NA,http://www.wpro.who.int/southpacific/pacelf/countries/fji/activities/en/index.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.009,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,882,NA,NA,NA,NA,NA,882,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,Blood_smear + ICT + Hydrocele,3,location + year + MDA round + Pre/Post Intervention,,NA,NA,NA,NA,NA,NA,NA,NA
FJI0006LF,6936,LF6901FJ,Oceania,Western Pacific,WPRO,FJ,Fiji,83,Central,40187,,NA,Division,Central,99,NA,NA,Postintervention,Country,No,after 2000,2007,2007,5,Mapping survey,,M/F,Adults/Children,NA,NA,WHO Country report,Country report,NA,NA,http://www.wpro.who.int/southpacific/pacelf/countries/fji/activities/en/index.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,0.154,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1428,NA,NA,NA,NA,NA,1428,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,220,NA,NA,NA,NA,NA,Blood_smear + ICT + Hydrocele,3,location + year + MDA round + Pre/Post Intervention,,NA,NA,NA,NA,NA,NA,NA,NA
GHA0010LF,1601,LF1727GH,Africa,Western Africa,AFRO/EMRO,GH,Ghana,94,Upper East,1330,Kassena-Nankana,0,Location,Biu,1,10.769197,-1.110952,Preintervention,No,No,2000-2010,2001,2001,0,Mapping survey,Wuchereria bancrofti,Both,Unknown,0,0,Ghana Ministry of Health,Report,2001,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO;GHA0020_LF2001,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.101,NA,NA,NA,NA,NA,0.374,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,,,NA,NA,NA,NA,NA,NA,NA
GHA0010LF,1612,LF1738GH,Africa,Western Africa,AFRO/EMRO,GH,Ghana,94,Western,1333,Ahanta West,0,Location,Busua,1,4.805935,-1.939234,Preintervention,No,No,2000-2010,2001,2001,0,Mapping survey,Wuchereria bancrofti,Both,Unknown,0,0,Ghana Ministry of Health,Report,2001,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO;GHA0020_LF2001,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,,,NA,NA,NA,NA,NA,NA,NA
GHA0010LF,1616,LF1742GH,Africa,Western Africa,AFRO/EMRO,GH,Ghana,94,Western,1333,Ahanta West,0,Location,Butre,1,4.82299,-1.91658,Preintervention,No,No,2000-2010,2001,2001,0,Mapping survey,Wuchereria bancrofti,Both,Unknown,0,0,Ghana Ministry of Health,Report,2001,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO;GHA0020_LF2001,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,,,NA,NA,NA,NA,NA,NA,NA
GHA0010LF,1619,LF1745GH,Africa,Western Africa,AFRO/EMRO,GH,Ghana,94,Western,1333,Ahanta West,0,Location,Cape 3 Points,1,4.743178,-2.090374,Preintervention,No,No,2000-2010,2001,2001,0,Mapping survey,Wuchereria bancrofti,Both,Unknown,0,0,Ghana Ministry of Health,Report,2001,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO;GHA0020_LF2001,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,,,NA,NA,NA,NA,NA,NA,NA
GHA0010LF,1650,LF1780GH,Africa,Western Africa,AFRO/EMRO,GH,Ghana,94,Central,1326,Efutu,0,Location,Gyahadzi,1,5.384757,-0.587865,Preintervention,No,No,2000-2010,2001,2001,0,Mapping survey,Wuchereria bancrofti,Both,Unknown,0,0,Ghana Ministry of Health,Report,2001,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO;GHA0020_LF2001,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,,,NA,NA,NA,NA,NA,NA,NA
GHA0010LF,1651,LF1781GH,Africa,Western Africa,AFRO/EMRO,GH,Ghana,94,Central,1326,Efutu,0,Location,Gyangyanadzi,4,5.384757,-0.587865,Preintervention,No,No,2000-2010,2001,2001,0,Mapping survey,Wuchereria bancrofti,Both,Unknown,0,0,Ghana Ministry of Health,Report,2001,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO;GHA0020_LF2001,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,,,NA,NA,NA,NA,NA,NA,NA
GHA0010LF,1664,LF1840GH,Africa,Western Africa,AFRO/EMRO,GH,Ghana,94,Upper East,1330,Kassena-Nankana,0,Location,Korania,1,10.867473,-1.106652,Preintervention,No,No,2000-2010,2001,2001,0,Mapping survey,Wuchereria bancrofti,Both,Unknown,0,0,Ghana Ministry of Health,Report,2001,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO;GHA0020_LF2001,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.445,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,,,NA,NA,NA,NA,NA,NA,NA
GHA0010LF,1680,LF1856GH,Africa,Western Africa,AFRO/EMRO,GH,Ghana,94,Upper East,1330,Kassena-Nankana,0,Location,Mirigu,1,10.906496,-0.994379,Preintervention,No,No,2000-2010,2001,2001,0,Mapping survey,Wuchereria bancrofti,Both,Unknown,0,0,Ghana Ministry of Health,Report,2001,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO;GHA0020_LF2001,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,0.302,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,,,NA,NA,NA,NA,NA,NA,NA
GHA0010LF,1692,LF1868GH,Africa,Western Africa,AFRO/EMRO,GH,Ghana,94,Central,1326,Efutu,0,Location,Nsuekyeri,2,5.366127,-0.584364,Preintervention,No,No,2000-2010,2001,2001,0,Mapping survey,Wuchereria bancrofti,Both,Unknown,0,0,Ghana Ministry of Health,Report,2001,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO;GHA0020_LF2001,NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,,,NA,NA,NA,NA,NA,NA,NA
GHA0019LF,8894,LF10605GH,Africa,Western Africa,AFRO/EMRO,GH,Ghana,94,Central,1326,,0,Location,Ankwanda/Brenu-Akyinim,1,5.07143,-1.39185,Postintervention,No,No,2010-on,2012,2012,9,Surveillance,Wuchereria bancrofti,Both,Adults/Children,3,99,"Owusu IO, de Souza DK, Anto F, Wilson MD, Boakye DA, Bockarie MJ and Gyapong JO ",Published paper,2015,Yes,Evaluation of human and mosquito based diagnostic tools for defining endpoints for elimination of Anopheles transmitted lymphatic filariasis in Ghana,NA,60,NA,NA,300,NA,NA,100,NA,NA,NA,NA,NA,NA,0.017,NA,NA,0.129,NA,NA,0.078,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,653,NA,NA,653,NA,NA,653,NA,NA,NA,NA,NA,NA,11,NA,NA,84,NA,NA,51,NA,NA,NA,NA,NA,Blood_smear + ICT + ELISA,3,age + location,valid,NA,1,NA,NA,NA,NA,NA,NA
GMB0003LF,3355,LF4057GM,Africa,Western Africa,AFRO/EMRO,GM,The Gambia,90,Western,1290,Kombo North,16440,Location,Mandinari,1,13.366667,-16.6,Preintervention,No,No,before 1990,1950,1956,0,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,0,Minning W and McFadzean JA,Published paper,1956,Yes,"Serological investigations in an area of endemic filariasis due to Wuchereria bancrofti and Acanthocheilonema perstans in Gambia, West Africa",NA,20,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,0.267,NA,NA,NA,NA,NA,0.167,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,Blood_smear + ICT,2,Total,drop due to paper being from pre-1980,,NA,NA,NA,NA,NA,NA,NA
HTI0005LF,3903,LF4667HT,Americas,Caribbean,AMRO,HT,Haiti,108,Ouest,1415,Leogane,17197,Location,Masson/Mathieu,1,18.516666,-72.583336,Preintervention,No,No,2000-2010,2000,2000,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,"de Rochars MB, Kanjilal S, Direny AN, Radday J, Lafontant JG, Mathieu E, Rheingans RD, Haddix AC, Streit TG, Beach MJ, Addiss DG and Lammie PJ",Published paper,2005,Yes,"The Leogane, Haiti demonstration project: decreased microfilaremia and program costs after three years of mass drug administration",NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,0.368,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1140,NA,NA,NA,NA,NA,1149,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,423,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,duplicated,AMRAD_ICT,NA,NA,NA,NA,NA,NA,NA
HTI0005LF,3904,LF4668HT,Americas,Caribbean,AMRO,HT,Haiti,108,Ouest,1415,Leogane,17197,Location,Barrier Jeudi,1,18.433333,-72.633333,Preintervention,No,No,2000-2010,2000,2000,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,"de Rochars MB, Kanjilal S, Direny AN, Radday J, Lafontant JG, Mathieu E, Rheingans RD, Haddix AC, Streit TG, Beach MJ, Addiss DG and Lammie PJ",Published paper,2005,Yes,"The Leogane, Haiti demonstration project: decreased microfilaremia and program costs after three years of mass drug administration",NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.067,NA,NA,NA,NA,NA,0.346,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1155,NA,NA,NA,NA,NA,1134,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,392,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,duplicated,AMRAD_ICT,NA,NA,NA,NA,NA,NA,NA
HTI0005LF,3905,LF4669HT,Americas,Caribbean,AMRO,HT,Haiti,108,Ouest,1415,Leogane,17197,Location,Leogane Town,1,18.51359,-72.629211,Preintervention,No,No,2000-2010,2000,2000,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,"de Rochars MB, Kanjilal S, Direny AN, Radday J, Lafontant JG, Mathieu E, Rheingans RD, Haddix AC, Streit TG, Beach MJ, Addiss DG and Lammie PJ",Published paper,2005,Yes,"The Leogane, Haiti demonstration project: decreased microfilaremia and program costs after three years of mass drug administration",NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.159,NA,NA,NA,NA,NA,0.501,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,617,NA,NA,NA,NA,NA,603,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,302,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,duplicated,AMRAD_ICT,NA,NA,NA,NA,NA,NA,NA
HTI0005LF,3953,LF4717HT,Americas,Caribbean,AMRO,HT,Haiti,108,Ouest,1415,Leogane,17197,Location,Mapou,1,18.3,-72.05,Preintervention,No,No,2000-2010,2000,2000,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,"de Rochars MB, Kanjilal S, Direny AN, Radday J, Lafontant JG, Mathieu E, Rheingans RD, Haddix AC, Streit TG, Beach MJ, Addiss DG and Lammie PJ",Published paper,2005,Yes,"The Leogane, Haiti demonstration project: decreased microfilaremia and program costs after three years of mass drug administration",NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,0.102,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,587,NA,NA,NA,NA,NA,579,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,duplicated,AMRAD_ICT,NA,NA,NA,NA,NA,NA,NA
HTI0005LF,6850,LF4667HA,Americas,Caribbean,AMRO,HT,Haiti,108,Ouest,1415,Leogane,17197,Location,Masson/Mathieu,1,18.51667,-72.58334,Preintervention,No,No,after 2000,2000,2000,0,SS/Spot,Wuchereria bancrofti,M/F,Adults/Children,NA,NA,"De Rochars et al., 2005 ",Journal,2005,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,0.368,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140,NA,NA,NA,NA,NA,1149,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,423,NA,NA,NA,NA,NA,Blood_smear + ICT + Hydrocele,3,age + location,valid,AMRAD_ICT,NA,NA,NA,NA,NA,NA,NA
HTI0005LF,6851,LF4668HA,Americas,Caribbean,AMRO,HT,Haiti,108,Ouest,1415,Leogane,17197,Location,Barrier Jeudi,1,18.43333,-72.63333,Preintervention,No,No,after 2000,2000,2000,0,SS/Spot,Wuchereria bancrofti,M/F,Adults/Children,NA,NA,"De Rochars et al., 2005 ",Journal,2005,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,NA,NA,NA,NA,0.346,0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155,NA,NA,NA,NA,NA,1134,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,392,NA,NA,NA,NA,NA,Blood_smear + ICT + Hydrocele,3,age + location,valid,AMRAD_ICT,NA,NA,NA,NA,NA,NA,NA
HTI0005LF,6852,LF4669HA,Americas,Caribbean,AMRO,HT,Haiti,108,Ouest,1415,Leogane,17197,Location,Leogane Town,1,18.51359,-72.62921,Preintervention,No,No,after 2000,2000,2000,0,SS/Spot,Wuchereria bancrofti,M/F,Adults/Children,NA,NA,"De Rochars et al., 2005 ",Journal,2005,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159,NA,NA,NA,NA,0.501,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,NA,NA,NA,NA,NA,603,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,302,NA,NA,NA,NA,NA,Blood_smear + ICT + Hydrocele,3,age + location,valid,AMRAD_ICT,NA,NA,NA,NA,NA,NA,NA
HTI0005LF,6873,LF4717HA,Americas,Caribbean,AMRO,HT,Haiti,108,Ouest,1415,Leogane,17197,Location,Mapou,1,18.3,-72.05,Preintervention,No,No,after 2000,2000,2000,0,SS/Spot,Wuchereria bancrofti,M/F,Adults/Children,NA,NA,"De Rochars et al., 2005 ",Journal,2005,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,0.102,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587,NA,NA,NA,NA,NA,579,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,Blood_smear + ICT + Hydrocele,3,age + location,valid,AMRAD_ICT,NA,NA,NA,NA,NA,NA,NA
HTI0006LF,3906,LF4670HT,Americas,Caribbean,AMRO,HT,Haiti,108,Ouest,1415,Leogane,17197,Location,Dufort,1,18.456389,-72.634722,Postintervention,Country,No,2000-2010,2008,2008,7,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,3,95,"Boyd A, Won KY, McClintock SK, Donovan CV, Laney SJ, Williams SA, Pilotte N, Streit TG, Beau de Rochars MV and Lammie PJ",Published paper,2010,Yes,"A community-based study of factors associated with continuing transmission of lymphatic filariasis in Leogane, Haiti",NA,0,NA,NA,60,NA,NA,0,NA,NA,NA,NA,NA,NA,0.074,NA,NA,0.234,NA,NA,0.118,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,68,NA,NA,64,NA,NA,68,NA,NA,NA,NA,NA,NA,5,NA,NA,15,NA,NA,8,NA,NA,NA,NA,NA,Blood_smear + ICT + ELISA,3,location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
HTI0006LF,3907,LF4671HT,Americas,Caribbean,AMRO,HT,Haiti,108,Ouest,1415,Leogane,17197,Location,Guinbeau,1,19.833332,-73.116669,Postintervention,Country,No,2000-2010,2008,2008,7,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,3,95,"Boyd A, Won KY, McClintock SK, Donovan CV, Laney SJ, Williams SA, Pilotte N, Streit TG, Beau de Rochars MV and Lammie PJ",Published paper,2010,Yes,"A community-based study of factors associated with continuing transmission of lymphatic filariasis in Leogane, Haiti",NA,0,NA,NA,60,NA,NA,0,NA,NA,NA,NA,NA,NA,0.042,NA,NA,0.282,NA,NA,0.156,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,96,NA,NA,92,NA,NA,96,NA,NA,NA,NA,NA,NA,4,NA,NA,26,NA,NA,15,NA,NA,NA,NA,NA,Blood_smear + ICT + ELISA,3,location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
HTI0006LF,3908,LF4672HT,Americas,Caribbean,AMRO,HT,Haiti,108,Ouest,1415,Leogane,17197,Location,Santo,1,18.5,-72.616669,Postintervention,Country,No,2000-2010,2008,2008,7,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,3,95,"Boyd A, Won KY, McClintock SK, Donovan CV, Laney SJ, Williams SA, Pilotte N, Streit TG, Beau de Rochars MV and Lammie PJ",Published paper,2010,Yes,"A community-based study of factors associated with continuing transmission of lymphatic filariasis in Leogane, Haiti",NA,0,NA,NA,60,NA,NA,0,NA,NA,NA,NA,NA,NA,0.042,NA,NA,0.25,NA,NA,0.181,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,72,NA,NA,68,NA,NA,72,NA,NA,NA,NA,NA,NA,3,NA,NA,17,NA,NA,13,NA,NA,NA,NA,NA,Blood_smear + ICT + ELISA,3,location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
HTI0006LF,3909,LF4673HT,Americas,Caribbean,AMRO,HT,Haiti,108,Ouest,1415,Leogane,17197,Location,Dampus,1,18.483333,-72.633333,Postintervention,Country,No,2000-2010,2008,2008,7,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,3,95,"Boyd A, Won KY, McClintock SK, Donovan CV, Laney SJ, Williams SA, Pilotte N, Streit TG, Beau de Rochars MV and Lammie PJ",Published paper,2010,Yes,"A community-based study of factors associated with continuing transmission of lymphatic filariasis in Leogane, Haiti",NA,0,NA,NA,60,NA,NA,0,NA,NA,NA,NA,NA,NA,0.078,NA,NA,0.269,NA,NA,0.328,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,64,NA,NA,52,NA,NA,64,NA,NA,NA,NA,NA,NA,5,NA,NA,14,NA,NA,21,NA,NA,NA,NA,NA,Blood_smear + ICT + ELISA,3,location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
HTI0006LF,3910,LF4674HT,Americas,Caribbean,AMRO,HT,Haiti,108,Ouest,1415,Leogane,17197,Location,Leogane Town,1,18.51359,-72.629211,Postintervention,Country,No,2000-2010,2008,2008,7,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,3,95,"Boyd A, Won KY, McClintock SK, Donovan CV, Laney SJ, Williams SA, Pilotte N, Streit TG, Beau de Rochars MV and Lammie PJ",Published paper,2010,Yes,"A community-based study of factors associated with continuing transmission of lymphatic filariasis in Leogane, Haiti",NA,0,NA,NA,60,NA,NA,0,NA,NA,NA,NA,NA,NA,0.046,NA,NA,0.191,NA,NA,0.287,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,87,NA,NA,84,NA,NA,87,NA,NA,NA,NA,NA,NA,4,NA,NA,16,NA,NA,25,NA,NA,NA,NA,NA,Blood_smear + ICT + ELISA,3,location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
