specificity,file_path,row_num,row_id,field_citation,field_iso3,parent_id,input_type,modelable_entity_id,modelable_entity_name,underlying_nid,underlying_field_citation_value,page_num,table_num,source_type,location_name,location_name_2,location_id_2,location flag,location_id,ihme_loc_id,smaller_site_unit,site_memo,representative_name,urbanicity_type,recall_type,recall_type_value,sampling_type,lat,long,latlong_source+S:Z,location type,geo_accuracy,geo_precision,shape_type,poly_type,buffer_radius,poly_reference,poly_id,poly_id_field_name,site_notes,sex,sex_issue,year_start,month_start,year_end,month_end,year_accuracy,year_issue,age_start,age_end,age_issue,age_demographer,measure,range_only,range_lower,range_upper,mean,lower,upper,standard_error,effective_sample_size,cases,sample_size,mf_density_pos,mf_density_tot,density issue,density notes,design_effect,unit_type,unit_value_as_published,measure_issue,measure_adjustment,uncertainty_type,uncertainty_type_value,response_rate,case_name,case_definition,case_diagnostics,filarial species,vector Culex,vector Anopheles,vector Aedes,vector Mansonia,dominant vector,group,unique,group_review,note_modeler,note_SR,Exclude,extractor,is_outlier,data_sheet_filepath,cv_TxNum,cv_TxPerc,COMMENTS,cv_MDAbase,cv_MDAend,cv_MDAschool,n_rounds,cv_SS,cv_spotcheck,cv_LQAS,cv_mapping_survey,cv_ICT,cv_blood_smear,cv_filter,cv_Og4C3,cv_oth_diag,cv_vector control,cv_OtherIntervention1,cv_OtherIntervention2,InterventionType,cv_Slum,CityName,cv_Pregnant,cv_Indigenous,GroupName,cv_DxType,cv_NumStools,cv_DxConcentration,loc_id,title,nid,diag_BS,diag_ICT,diag_ELISA_Ab,diag_ELISA_Ag,diag_other,V2,Comments_KK
age,J:\Project\NTDS\data\LF\Exctracted PDFs\Jaoko_Immunoepidemiology_W_Bancrofti_East_Africa.pdf,1358,59,"#*#Author#*#Jaoko WG, Michael E, Meyrowitsch DW, Estambale BBA, Malecela MN, Simonsen PE. #*#Title#*#Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities. #*#Journal#*#Infect. Immun. #*#Date#*#2007 Dec;#*#Volume#*#75(12)#*#Pages#*#:5651–62.",KEN,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Kwale|KEN_35635,,NA,NA,35635,KEN_35635,1,Kingwede,Representative for subnational location only,Rural,Point,NA,,-4.4919841,39.4572678,OpenStreetMap,village,0,0,point,,NA,,NA,,,Both,NA,2005,,2005,,0,NA,20,29,0,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,6,121,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilariae,microfilariae in the blood,microfilariae in 100 cmm sample,Wuchereria bancrofti,NA,NA,NA,NA,,190,190.1,NA,NA,"Study year not specified. The same author published data from the same locations in 2006, so I am assuming the study year to be 2005. ",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,counting chamber technique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35635,"Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities",288847,NA,NA,0,NA,1,2,
age,J:\Project\NTDS\data\LF\Exctracted PDFs\Jaoko_Immunoepidemiology_W_Bancrofti_East_Africa.pdf,1359,59,"#*#Author#*#Jaoko WG, Michael E, Meyrowitsch DW, Estambale BBA, Malecela MN, Simonsen PE. #*#Title#*#Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities. #*#Journal#*#Infect. Immun. #*#Date#*#2007 Dec;#*#Volume#*#75(12)#*#Pages#*#:5651–62.",KEN,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Kwale|KEN_35635,,NA,NA,35635,KEN_35635,1,Kingwede,Representative for subnational location only,Rural,Point,NA,,-4.4919841,39.4572678,OpenStreetMap,village,0,0,point,,NA,,NA,,,Both,NA,2005,,2005,,0,NA,20,29,0,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,29,121,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,antigenaemia,CFA in blood,blood specimens positive for CFA by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,190,190.2,NA,NA,"Study year not specified. The same author published data from the same locations in 2006, so I am assuming the study year to be 2005. ",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35635,"Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities",288847,NA,0,0,1,0,2,
age,J:\Project\NTDS\data\LF\Exctracted PDFs\Jaoko_Immunoepidemiology_W_Bancrofti_East_Africa.pdf,1360,59,"#*#Author#*#Jaoko WG, Michael E, Meyrowitsch DW, Estambale BBA, Malecela MN, Simonsen PE. #*#Title#*#Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities. #*#Journal#*#Infect. Immun. #*#Date#*#2007 Dec;#*#Volume#*#75(12)#*#Pages#*#:5651–62.",KEN,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Kwale|KEN_35635,,NA,NA,35635,KEN_35635,1,Kingwede,Representative for subnational location only,Rural,Point,NA,,-4.4919841,39.4572678,OpenStreetMap,village,0,0,point,,NA,,NA,,,Both,NA,2005,,2005,,0,NA,30,39,0,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,8,86,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilariae,microfilariae in the blood,microfilariae in 100 cmm sample,Wuchereria bancrofti,NA,NA,NA,NA,,190,190.1,NA,NA,"Study year not specified. The same author published data from the same locations in 2006, so I am assuming the study year to be 2005. ",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,counting chamber technique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35635,"Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities",288847,NA,NA,0,NA,1,2,
age,J:\Project\NTDS\data\LF\Exctracted PDFs\Jaoko_Immunoepidemiology_W_Bancrofti_East_Africa.pdf,1361,59,"#*#Author#*#Jaoko WG, Michael E, Meyrowitsch DW, Estambale BBA, Malecela MN, Simonsen PE. #*#Title#*#Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities. #*#Journal#*#Infect. Immun. #*#Date#*#2007 Dec;#*#Volume#*#75(12)#*#Pages#*#:5651–62.",KEN,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Kwale|KEN_35635,,NA,NA,35635,KEN_35635,1,Kingwede,Representative for subnational location only,Rural,Point,NA,,-4.4919841,39.4572678,OpenStreetMap,village,0,0,point,,NA,,NA,,,Both,NA,2005,,2005,,0,NA,30,39,0,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,21,86,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,antigenaemia,CFA in blood,blood specimens positive for CFA by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,190,190.2,NA,NA,"Study year not specified. The same author published data from the same locations in 2006, so I am assuming the study year to be 2005. ",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35635,"Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities",288847,NA,0,0,1,0,2,
age,J:\Project\NTDS\data\LF\Exctracted PDFs\Jaoko_Immunoepidemiology_W_Bancrofti_East_Africa.pdf,1362,59,"#*#Author#*#Jaoko WG, Michael E, Meyrowitsch DW, Estambale BBA, Malecela MN, Simonsen PE. #*#Title#*#Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities. #*#Journal#*#Infect. Immun. #*#Date#*#2007 Dec;#*#Volume#*#75(12)#*#Pages#*#:5651–62.",KEN,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Kwale|KEN_35635,,NA,NA,35635,KEN_35635,1,Kingwede,Representative for subnational location only,Rural,Point,NA,,-4.4919841,39.4572678,OpenStreetMap,village,0,0,point,,NA,,NA,,,Both,NA,2005,,2005,,0,NA,40,49,0,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,1,35,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilariae,microfilariae in the blood,microfilariae in 100 cmm sample,Wuchereria bancrofti,NA,NA,NA,NA,,190,190.1,NA,NA,"Study year not specified. The same author published data from the same locations in 2006, so I am assuming the study year to be 2005. ",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,counting chamber technique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35635,"Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities",288847,NA,NA,0,NA,1,2,
age,J:\Project\NTDS\data\LF\Exctracted PDFs\Jaoko_Immunoepidemiology_W_Bancrofti_East_Africa.pdf,1363,59,"#*#Author#*#Jaoko WG, Michael E, Meyrowitsch DW, Estambale BBA, Malecela MN, Simonsen PE. #*#Title#*#Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities. #*#Journal#*#Infect. Immun. #*#Date#*#2007 Dec;#*#Volume#*#75(12)#*#Pages#*#:5651–62.",KEN,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Kwale|KEN_35635,,NA,NA,35635,KEN_35635,1,Kingwede,Representative for subnational location only,Rural,Point,NA,,-4.4919841,39.4572678,OpenStreetMap,village,0,0,point,,NA,,NA,,,Both,NA,2005,,2005,,0,NA,40,49,0,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,8,35,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,antigenaemia,CFA in blood,blood specimens positive for CFA by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,190,190.2,NA,NA,"Study year not specified. The same author published data from the same locations in 2006, so I am assuming the study year to be 2005. ",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35635,"Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities",288847,NA,0,0,1,0,2,
age,J:\Project\NTDS\data\LF\Exctracted PDFs\Jaoko_Immunoepidemiology_W_Bancrofti_East_Africa.pdf,1364,59,"#*#Author#*#Jaoko WG, Michael E, Meyrowitsch DW, Estambale BBA, Malecela MN, Simonsen PE. #*#Title#*#Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities. #*#Journal#*#Infect. Immun. #*#Date#*#2007 Dec;#*#Volume#*#75(12)#*#Pages#*#:5651–62.",KEN,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Kwale|KEN_35635,,NA,NA,35635,KEN_35635,1,Kingwede,Representative for subnational location only,Rural,Point,NA,,-4.4919841,39.4572678,OpenStreetMap,village,0,0,point,,NA,,NA,,,Both,NA,2005,,2005,,0,NA,50,59,0,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,1,40,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilariae,microfilariae in the blood,microfilariae in 100 cmm sample,Wuchereria bancrofti,NA,NA,NA,NA,,190,190.1,NA,NA,"Study year not specified. The same author published data from the same locations in 2006, so I am assuming the study year to be 2005. ",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,counting chamber technique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35635,"Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities",288847,NA,NA,0,NA,1,2,
age,J:\Project\NTDS\data\LF\Exctracted PDFs\Jaoko_Immunoepidemiology_W_Bancrofti_East_Africa.pdf,1365,59,"#*#Author#*#Jaoko WG, Michael E, Meyrowitsch DW, Estambale BBA, Malecela MN, Simonsen PE. #*#Title#*#Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities. #*#Journal#*#Infect. Immun. #*#Date#*#2007 Dec;#*#Volume#*#75(12)#*#Pages#*#:5651–62.",KEN,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Kwale|KEN_35635,,NA,NA,35635,KEN_35635,1,Kingwede,Representative for subnational location only,Rural,Point,NA,,-4.4919841,39.4572678,OpenStreetMap,village,0,0,point,,NA,,NA,,,Both,NA,2005,,2005,,0,NA,50,59,0,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,8,40,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,antigenaemia,CFA in blood,blood specimens positive for CFA by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,190,190.2,NA,NA,"Study year not specified. The same author published data from the same locations in 2006, so I am assuming the study year to be 2005. ",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35635,"Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities",288847,NA,0,0,1,0,2,
age,J:\Project\NTDS\data\LF\Exctracted PDFs\Jaoko_Immunoepidemiology_W_Bancrofti_East_Africa.pdf,1366,59,"#*#Author#*#Jaoko WG, Michael E, Meyrowitsch DW, Estambale BBA, Malecela MN, Simonsen PE. #*#Title#*#Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities. #*#Journal#*#Infect. Immun. #*#Date#*#2007 Dec;#*#Volume#*#75(12)#*#Pages#*#:5651–62.",KEN,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Kwale|KEN_35635,,NA,NA,35635,KEN_35635,1,Kingwede,Representative for subnational location only,Rural,Point,NA,,-4.4919841,39.4572678,OpenStreetMap,village,0,0,point,,NA,,NA,,,Both,NA,2005,,2005,,0,NA,60,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,3,31,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilariae,microfilariae in the blood,microfilariae in 100 cmm sample,Wuchereria bancrofti,NA,NA,NA,NA,,190,190.1,NA,NA,"Upper age limit not given. Study year not specified. The same author published data from the same locations in 2006, so I am assuming the study year to be 2005. ",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,counting chamber technique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35635,"Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities",288847,NA,NA,0,NA,1,2,
age,J:\Project\NTDS\data\LF\Exctracted PDFs\Jaoko_Immunoepidemiology_W_Bancrofti_East_Africa.pdf,1367,59,"#*#Author#*#Jaoko WG, Michael E, Meyrowitsch DW, Estambale BBA, Malecela MN, Simonsen PE. #*#Title#*#Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities. #*#Journal#*#Infect. Immun. #*#Date#*#2007 Dec;#*#Volume#*#75(12)#*#Pages#*#:5651–62.",KEN,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Kwale|KEN_35635,,NA,NA,35635,KEN_35635,1,Kingwede,Representative for subnational location only,Rural,Point,NA,,-4.4919841,39.4572678,OpenStreetMap,village,0,0,point,,NA,,NA,,,Both,NA,2005,,2005,,0,NA,60,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,13,31,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,antigenaemia,CFA in blood,ICT card test positive,Wuchereria bancrofti,NA,NA,NA,NA,,190,190.2,NA,NA,"Upper age limit not given. Study year not specified. The same author published data from the same locations in 2006, so I am assuming the study year to be 2005. ",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35635,"Immunoepidemiology of Wuchereria bancrofti infection: parasite transmission intensity, filaria-specific antibodies, and host immunity in two East African communities",288847,NA,1,0,NA,0,2,
time,J:\Project\NTDS\data\LF\Exctracted PDFs\Sunish_Impact_single_dose_diethylcarbamazine_combinations_BF_variables_assessment_2_years.pdf,2602,76,"#*#Author#*#Sunish IP, Rajendran R, Mani TR, Munirathinam A, Reuben R, Dash AP. #*#Title#*#Impact of single dose of diethylcarbamazine and other antifilarial drug combinations on bancroftian filarial infection variables: assessment after 2 years. #*#Journal#*#Parasitol. Int. #*#Date#*#2006 Sep;#*#Volume#*#55(3)#*#Pages#*#:233–6.",IND,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,234,1,Survey - longitudinal,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Three villages of Tirukoilur area,Representative for subnational location only,rural,Point,NA,,11.967069,79.207412,Google earth,villages,0,1,polygon,,10,,NA,,,Both,NA,1999,,1999,,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,137,537,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,antigenemia,CFA in blood,positive ICT test (100 cmm sample),Wuchereria bancrofti,NA,NA,NA,NA,,292,292.1,NA,NA,Age range not given.,NA,cserway,0,NA,NA,0.95,,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,Impact of single dose of diethylcarbamazine and other antifilarial drug combinations on bancroftian filarial infection variables: assessment after 2 years,288862,NA,1,0,NA,0,22,
time,J:\Project\NTDS\data\LF\Exctracted PDFs\Sunish_Impact_single_dose_diethylcarbamazine_combinations_BF_variables_assessment_2_years.pdf,2603,76,"#*#Author#*#Sunish IP, Rajendran R, Mani TR, Munirathinam A, Reuben R, Dash AP. #*#Title#*#Impact of single dose of diethylcarbamazine and other antifilarial drug combinations on bancroftian filarial infection variables: assessment after 2 years. #*#Journal#*#Parasitol. Int. #*#Date#*#2006 Sep;#*#Volume#*#55(3)#*#Pages#*#:233–6.",IND,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,234,1,Survey - longitudinal,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Three villages of Tirukoilur area,Representative for subnational location only,rural,Point,NA,,11.967069,79.207412,Google earth,villages,0,1,polygon,,10,,NA,,,Both,NA,2001,,2001,,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,149,537,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,antigenemia,CFA in blood,positive ICT test (100 cmm sample),Wuchereria bancrofti,NA,NA,NA,NA,,292,292.2,NA,NA,Age range not given.,NA,cserway,0,NA,NA,0.95,,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,Impact of single dose of diethylcarbamazine and other antifilarial drug combinations on bancroftian filarial infection variables: assessment after 2 years,288862,NA,1,0,NA,0,22,
time,J:\Project\NTDS\data\LF\Exctracted PDFs\Sunish_Impact_single_dose_diethylcarbamazine_combinations_BF_variables_assessment_2_years.pdf,2604,76,"#*#Author#*#Sunish IP, Rajendran R, Mani TR, Munirathinam A, Reuben R, Dash AP. #*#Title#*#Impact of single dose of diethylcarbamazine and other antifilarial drug combinations on bancroftian filarial infection variables: assessment after 2 years. #*#Journal#*#Parasitol. Int. #*#Date#*#2006 Sep;#*#Volume#*#55(3)#*#Pages#*#:233–6.",IND,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,235,2,Survey - longitudinal,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Three villages of Tirukoilur area,Representative for subnational location only,rural,Point,NA,,11.967069,79.207412,Google earth,villages,0,1,polygon,,10,,NA,,,Both,NA,1999,,1999,,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,70,537,NA,NA,NA,,NA,person,1,NA,1,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,292,292.3,NA,NA,Age range not given.,NA,cserway,0,NA,NA,0.95,,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,Impact of single dose of diethylcarbamazine and other antifilarial drug combinations on bancroftian filarial infection variables: assessment after 2 years,288862,1,NA,0,NA,0,22,
time,J:\Project\NTDS\data\LF\Exctracted PDFs\Sunish_Impact_single_dose_diethylcarbamazine_combinations_BF_variables_assessment_2_years.pdf,2605,76,"#*#Author#*#Sunish IP, Rajendran R, Mani TR, Munirathinam A, Reuben R, Dash AP. #*#Title#*#Impact of single dose of diethylcarbamazine and other antifilarial drug combinations on bancroftian filarial infection variables: assessment after 2 years. #*#Journal#*#Parasitol. Int. #*#Date#*#2006 Sep;#*#Volume#*#55(3)#*#Pages#*#:233–6.",IND,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,235,2,Survey - longitudinal,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Three villages of Tirukoilur area,Representative for subnational location only,rural,Point,NA,,11.967069,79.207412,Google earth,villages,0,1,polygon,,10,,NA,,,Both,NA,2001,,2001,,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,40,537,NA,NA,NA,,NA,person,1,NA,1,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,292,292.4,NA,NA,Age range not given.,NA,cserway,0,NA,NA,0.95,,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,Impact of single dose of diethylcarbamazine and other antifilarial drug combinations on bancroftian filarial infection variables: assessment after 2 years,288862,1,NA,0,NA,0,22,
age,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Two_Mass_Admins_DEC_Albendazole.pdf,979,45,"#*#Author#*#Rajendran R, Sunish IP, Mani TR, Munirathinam A, Abdullah SM, Arunachalam N, Satyanarayana K. #*#Title#*#Impact of two annual single-dose mass drug administrations with diethylcarbamazine alone or in combination with albendazole on Wuchereria bancrofti microfilaraemia and antigenaemia in South India. #*#Journal#*#Transactions of the Royal Society of Tropical Medicine and Hygiene. #*#Date#*#2004 Mar;#*#Volume#*#98(3)#*#Pages#*#:174–81.",IND,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Tirokoilur and Mugaiyur revenue units of Villupuram district,Representative for subnational location only,Rural,Point,NA,,NA,NA,,revenu unit,0,0,polygon,admin,NA,J:\Project\NTDS\data\LF\Shapefiles\India_LF_Rajendran_2002.shp,0,UniqueID,created custom shapefile to capture these two areas,Both,0,2001,Mar,2001,Mar,0,NA,2,9,0,1,prevalence,NA,NA,NA,0.0191,NA,NA,NA,NA,NA,628,3.2,NA,1,Reported as mf/20cmm; converted to per ml.,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilariae,microfilariae in the blood,microfilariae in a 20 cmm blood sample,Wuchereria bancrofti,NA,NA,NA,NA,,140,NA,NA,NA,Prior to new MDA strategy in 2001 (previous MDA in 1998-2000),NA,cserway,0,NA,NA,,,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,Impact of two annual single-dose mass drug administrations with diethylcarbamazine alone or in combination with albendazole on Wuchereria bancrofti microfilaraemia and antigenaemia in South India,288840,1,NA,0,NA,0,3,
age,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Two_Mass_Admins_DEC_Albendazole.pdf,980,45,"#*#Author#*#Rajendran R, Sunish IP, Mani TR, Munirathinam A, Abdullah SM, Arunachalam N, Satyanarayana K. #*#Title#*#Impact of two annual single-dose mass drug administrations with diethylcarbamazine alone or in combination with albendazole on Wuchereria bancrofti microfilaraemia and antigenaemia in South India. #*#Journal#*#Transactions of the Royal Society of Tropical Medicine and Hygiene. #*#Date#*#2004 Mar;#*#Volume#*#98(3)#*#Pages#*#:174–81.",IND,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Tirokoilur and Mugaiyur revenue units of Villupuram district,Representative for subnational location only,Rural,Point,NA,,NA,NA,,revenu unit,0,0,polygon,admin,NA,J:\Project\NTDS\data\LF\Shapefiles\India_LF_Rajendran_2002.shp,0,UniqueID,created custom shapefile to capture these two areas,Both,0,2001,Mar,2001,Mar,0,NA,10,25,0,1,prevalence,NA,NA,NA,0.0933,NA,NA,NA,NA,NA,386,10.9,NA,1,Reported as mf/20cmm; converted to per ml.,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilariae,microfilariae in the blood,microfilariae in a 20 cmm blood sample,Wuchereria bancrofti,NA,NA,NA,NA,,140,NA,NA,NA,Prior to new MDA strategy in 2001 (previous MDA in 1998-2000),NA,cserway,0,NA,NA,,,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,Impact of two annual single-dose mass drug administrations with diethylcarbamazine alone or in combination with albendazole on Wuchereria bancrofti microfilaraemia and antigenaemia in South India,288840,1,NA,0,NA,0,3,
